,income_type,children,days_employed,dob_years,education_id,family_status_id,gender,debt,total_income,purpose,total_income_category,purpose_category
18812,сотрудник,0,4705.805004341361,56,1,0,F,0,58429,жилье,C,операции с недвижимостью
18813,компаньон,1,3859.859807149797,28,1,0,F,0,155725,профильное образование,C,получение образования
18814,компаньон,0,4403.6026223409335,33,0,0,M,0,401882,покупка жилья,B,операции с недвижимостью
18815,сотрудник,1,908.172636778831,0,1,0,M,0,158458,жилье,C,операции с недвижимостью
18816,сотрудник,0,2194.220566878695,42,1,0,F,0,142594,получение высшего образования,C,получение образования
18817,сотрудник,0,10378.955237296628,50,1,2,F,0,124426,заняться образованием,C,получение образования
18818,пенсионер,0,393725.4267949609,69,1,3,M,0,277809,покупка жилья для семьи,B,операции с недвижимостью
18819,пенсионер,0,377637.83983273216,56,0,0,M,0,157487,операции с жильем,C,операции с недвижимостью
18820,сотрудник,0,933.3208080243717,39,0,4,M,0,207825,покупка жилья для семьи,B,операции с недвижимостью
18821,компаньон,0,1752.594904456459,48,1,1,F,0,251836,свадьба,B,проведение свадьбы
18822,пенсионер,1,396357.2728718806,43,1,1,F,1,133040,получение образования,C,получение образования
18823,компаньон,0,1334.7244755580627,25,1,0,F,0,161044,дополнительное образование,C,получение образования
18824,компаньон,1,2597.8310125440757,25,0,0,F,0,105658,покупка коммерческой недвижимости,C,операции с недвижимостью
18825,компаньон,0,4215.940563829678,59,0,3,F,0,653202,строительство жилой недвижимости,B,операции с недвижимостью
18826,пенсионер,0,347044.92670373287,58,1,0,F,0,137580,на покупку подержанного автомобиля,C,операции с автомобилем
18827,компаньон,0,2194.220566878695,50,0,0,F,0,172357,ремонт жилью,C,операции с недвижимостью
18828,сотрудник,1,961.4800555501936,24,1,4,F,0,130530,получение образования,C,получение образования
18829,компаньон,1,2415.124720196021,26,2,3,F,0,271514,покупка жилой недвижимости,B,операции с недвижимостью
18830,пенсионер,0,397606.72217414045,56,0,2,F,0,114119,получение дополнительного образования,C,получение образования
18831,пенсионер,0,372524.6671337022,58,1,0,F,0,74378,на покупку своего автомобиля,C,операции с автомобилем
18832,пенсионер,0,362516.06340920046,62,1,0,M,0,142091,покупка жилья,C,операции с недвижимостью
18833,госслужащий,1,2194.220566878695,38,1,0,F,0,150447,ремонт жилью,C,операции с недвижимостью
18834,сотрудник,2,5249.240290106585,35,1,4,F,1,189728,приобретение автомобиля,C,операции с автомобилем
18835,сотрудник,0,8131.650540834533,56,1,0,F,0,121062,жилье,C,операции с недвижимостью
18836,сотрудник,0,327.3998261776128,24,1,4,F,0,108063,ремонт жилью,C,операции с недвижимостью
18837,сотрудник,0,3752.0162262896497,46,1,0,M,0,47415,свой автомобиль,D,операции с автомобилем
18838,сотрудник,1,1031.3039837851643,32,1,0,F,1,96236,операции с недвижимостью,C,операции с недвижимостью
18839,сотрудник,2,1831.6964263249888,35,2,0,M,0,145390,получение высшего образования,C,получение образования
18840,сотрудник,0,1157.0093067444388,48,1,1,F,0,102813,строительство недвижимости,C,операции с недвижимостью
18841,сотрудник,0,2194.220566878695,49,1,0,F,0,142594,автомобиль,C,операции с автомобилем
18842,компаньон,0,1888.8908704779467,57,1,0,F,0,464000,образование,B,получение образования
18843,сотрудник,0,2712.3067526216605,47,1,0,F,0,124127,автомобиль,C,операции с автомобилем
18844,компаньон,0,146.83748199279717,53,1,0,F,0,253636,свой автомобиль,B,операции с автомобилем
18845,пенсионер,0,399306.96483742056,63,1,1,F,0,163973,сыграть свадьбу,C,проведение свадьбы
18846,сотрудник,1,861.2920903698787,32,1,1,F,0,211255,свадьба,B,проведение свадьбы
18847,компаньон,1,3593.2527687012016,35,1,1,M,0,266894,сыграть свадьбу,B,проведение свадьбы
18848,сотрудник,0,5275.397328586984,50,1,0,F,0,150789,жилье,C,операции с недвижимостью
18849,компаньон,0,388.02306530633547,59,1,1,F,0,137849,сыграть свадьбу,C,проведение свадьбы
18850,сотрудник,0,2313.8703565278656,41,1,3,M,0,170889,покупка недвижимости,C,операции с недвижимостью
18851,сотрудник,1,1295.2240849390487,37,1,1,F,0,215586,покупка коммерческой недвижимости,B,операции с недвижимостью
18852,сотрудник,1,4796.581760914572,62,1,0,M,1,133205,заняться образованием,C,получение образования
18853,сотрудник,3,1482.1476147860815,31,1,0,F,0,388364,приобретение автомобиля,B,операции с автомобилем
18854,компаньон,0,756.642110604563,43,1,0,M,0,162440,на покупку автомобиля,C,операции с автомобилем
18855,компаньон,0,1522.8366526267205,51,2,0,F,0,394009,получение дополнительного образования,B,получение образования
18856,компаньон,0,1069.3707220547017,23,1,4,M,0,109230,строительство жилой недвижимости,C,операции с недвижимостью
18857,сотрудник,0,571.3959725484385,35,1,4,M,1,70346,на покупку автомобиля,C,операции с автомобилем
18858,компаньон,1,2194.220566878695,43,1,0,F,0,172357,заняться высшим образованием,C,получение образования
18859,сотрудник,0,440.2562171155946,43,1,1,F,0,212396,автомобили,B,операции с автомобилем
18860,сотрудник,0,4257.963719008621,44,1,0,F,0,333059,недвижимость,B,операции с недвижимостью
18861,компаньон,0,2194.220566878695,38,0,4,F,0,172357,строительство жилой недвижимости,C,операции с недвижимостью
18862,сотрудник,1,913.5106751206523,44,1,0,M,0,261666,операции с жильем,B,операции с недвижимостью
18863,сотрудник,0,1430.3279438832908,33,1,1,M,1,105378,на проведение свадьбы,C,проведение свадьбы
18864,госслужащий,1,2194.220566878695,24,1,0,F,0,150447,покупка жилья для семьи,C,операции с недвижимостью
18865,госслужащий,0,2194.220566878695,46,1,0,F,1,150447,высшее образование,C,получение образования
18866,компаньон,1,3210.4481271386408,36,0,0,F,0,272012,высшее образование,B,получение образования
18867,госслужащий,0,10460.200877143418,50,1,1,F,0,171935,дополнительное образование,C,получение образования
18868,сотрудник,0,1674.9948540201178,48,0,0,F,0,107515,строительство недвижимости,C,операции с недвижимостью
18869,сотрудник,1,2194.220566878695,40,1,4,M,0,142594,операции с жильем,C,операции с недвижимостью
18870,компаньон,1,3597.776387865821,39,1,0,F,0,40891,покупка своего жилья,D,операции с недвижимостью
18871,сотрудник,2,211.3321064357295,33,1,4,F,0,98522,сделка с автомобилем,C,операции с автомобилем
18872,сотрудник,0,244.9574757018621,30,0,4,M,1,256087,строительство недвижимости,B,операции с недвижимостью
18873,компаньон,0,2194.220566878695,48,0,4,F,0,172357,строительство недвижимости,C,операции с недвижимостью
18874,госслужащий,0,1618.5492186306444,29,1,4,M,0,103530,операции с жильем,C,операции с недвижимостью
18875,сотрудник,2,2194.220566878695,36,1,0,M,0,142594,операции с недвижимостью,C,операции с недвижимостью
18876,компаньон,1,99.7635237397098,41,1,4,F,0,103958,операции со своей недвижимостью,C,операции с недвижимостью
18877,пенсионер,0,345954.6167369434,56,1,0,F,1,70972,строительство жилой недвижимости,C,операции с недвижимостью
18878,сотрудник,3,387.51966516757545,29,1,0,F,0,113255,покупка жилья для семьи,C,операции с недвижимостью
18879,компаньон,0,2397.980188252955,42,0,0,F,0,102923,строительство собственной недвижимости,C,операции с недвижимостью
18880,сотрудник,0,8932.350480716399,52,1,0,M,0,158260,автомобили,C,операции с автомобилем
18881,сотрудник,0,11986.106782911937,48,1,0,F,0,83263,заняться образованием,C,получение образования
18882,сотрудник,2,4077.133943401135,34,1,0,M,0,161549,ремонт жилью,C,операции с недвижимостью
18883,сотрудник,1,3358.169911615244,31,0,4,F,0,394450,покупка своего жилья,B,операции с недвижимостью
18884,компаньон,0,2194.220566878695,54,1,0,F,0,172357,покупка жилья для семьи,C,операции с недвижимостью
18885,пенсионер,0,2194.220566878695,55,1,0,F,0,118514,недвижимость,C,операции с недвижимостью
18886,пенсионер,0,2194.220566878695,56,1,0,F,0,118514,покупка жилья для семьи,C,операции с недвижимостью
18887,сотрудник,1,2978.954843677934,44,1,0,M,0,167687,покупка жилья для сдачи,C,операции с недвижимостью
18888,пенсионер,0,392761.78818840656,67,1,3,F,1,100730,автомобили,C,операции с автомобилем
18889,пенсионер,0,377540.0741994921,58,0,0,F,0,207982,дополнительное образование,B,получение образования
18890,сотрудник,0,1185.8400650444505,22,0,0,F,0,52207,получение высшего образования,C,получение образования
18891,сотрудник,1,6482.4167230667335,39,1,4,F,0,104693,операции с жильем,C,операции с недвижимостью
18892,сотрудник,1,1783.0243357218094,29,0,1,F,0,259319,сыграть свадьбу,B,проведение свадьбы
18893,сотрудник,1,539.1147351683323,33,1,0,F,0,70132,покупка жилья,C,операции с недвижимостью
18894,сотрудник,4,2194.220566878695,49,0,0,M,0,142594,строительство собственной недвижимости,C,операции с недвижимостью
18895,сотрудник,3,1537.685275074873,27,1,1,F,0,215591,свадьба,B,проведение свадьбы
18896,сотрудник,0,610.6520740126945,38,1,0,F,0,112901,дополнительное образование,C,получение образования
18897,сотрудник,0,1559.9470330462846,29,1,1,F,0,132267,покупка недвижимости,C,операции с недвижимостью
18898,сотрудник,0,447.6059176754698,26,1,4,F,0,101810,заняться высшим образованием,C,получение образования
18899,сотрудник,0,477.8086484564465,28,1,1,M,0,125532,операции с коммерческой недвижимостью,C,операции с недвижимостью
18900,сотрудник,0,2026.040491869454,32,0,1,F,0,144915,автомобили,C,операции с автомобилем
18901,сотрудник,2,134.97868966087708,29,0,1,F,0,270381,на проведение свадьбы,B,проведение свадьбы
18902,сотрудник,0,5475.822929559392,53,1,0,F,0,132845,покупка жилья для сдачи,C,операции с недвижимостью
18903,пенсионер,0,357345.74014193186,57,1,0,F,0,365418,покупка жилья для семьи,B,операции с недвижимостью
18904,компаньон,0,3662.266225395404,50,1,0,F,0,104476,покупка своего жилья,C,операции с недвижимостью
18905,сотрудник,0,817.5185091596907,59,1,1,M,0,100968,сыграть свадьбу,C,проведение свадьбы
18906,сотрудник,0,8418.721696521625,43,1,0,F,0,202211,дополнительное образование,B,получение образования
18907,сотрудник,2,1623.3620643385548,33,1,0,F,0,155819,покупка жилья,C,операции с недвижимостью
18908,сотрудник,1,1988.9438404105133,39,1,4,F,0,126055,строительство недвижимости,C,операции с недвижимостью
18909,сотрудник,0,7300.070694354616,47,1,1,F,0,127162,строительство собственной недвижимости,C,операции с недвижимостью
18910,компаньон,-1,1803.4410742636526,54,0,0,F,0,138809,покупка недвижимости,C,операции с недвижимостью
18911,компаньон,0,201.64357272651532,23,1,4,M,0,63719,строительство жилой недвижимости,C,операции с недвижимостью
18912,сотрудник,0,1669.9043595880496,38,1,1,M,0,125351,автомобили,C,операции с автомобилем
18913,компаньон,0,662.5966339162745,50,0,0,F,0,387116,покупка коммерческой недвижимости,B,операции с недвижимостью
18914,сотрудник,2,1019.0720657228579,42,0,0,M,0,115261,операции со своей недвижимостью,C,операции с недвижимостью
18915,госслужащий,1,3062.038242767549,38,1,0,F,0,74995,покупка жилья для семьи,C,операции с недвижимостью
18916,сотрудник,0,1231.3935129502865,31,1,0,M,0,148435,операции с недвижимостью,C,операции с недвижимостью
18917,компаньон,0,699.0612136526936,22,2,4,F,0,64352,операции с коммерческой недвижимостью,C,операции с недвижимостью
18918,компаньон,0,2194.220566878695,24,1,4,M,1,172357,дополнительное образование,C,получение образования
18919,сотрудник,0,2370.2809391814067,42,0,0,M,0,216261,получение высшего образования,B,получение образования
18920,сотрудник,0,615.2389207671928,29,1,1,M,0,219387,покупка жилья для сдачи,B,операции с недвижимостью
18921,компаньон,0,4611.244402314884,46,1,0,F,0,283535,операции со своей недвижимостью,B,операции с недвижимостью
18922,компаньон,0,164.92523520693368,31,2,4,M,0,121433,сделка с автомобилем,C,операции с автомобилем
18923,госслужащий,0,524.7872563540118,43,1,0,F,0,242284,строительство недвижимости,B,операции с недвижимостью
18924,компаньон,1,589.2502826335827,27,2,0,F,0,292418,недвижимость,B,операции с недвижимостью
18925,пенсионер,0,342842.7392521034,55,1,4,F,0,124938,покупка жилья,C,операции с недвижимостью
18926,сотрудник,0,449.1108624215112,54,1,1,F,0,231636,свадьба,B,проведение свадьбы
18927,сотрудник,1,2315.3521278925205,29,1,4,M,0,217241,на покупку автомобиля,B,операции с автомобилем
18928,сотрудник,1,598.9375733437919,43,0,1,F,0,181918,ремонт жилью,C,операции с недвижимостью
18929,сотрудник,0,4338.1264774160445,37,1,1,M,0,198338,дополнительное образование,C,получение образования
18930,пенсионер,0,366404.3654741237,54,1,3,F,0,91534,покупка жилья для сдачи,C,операции с недвижимостью
18931,сотрудник,1,1072.0425522376668,29,0,0,F,0,93622,операции с жильем,C,операции с недвижимостью
18932,сотрудник,2,3306.7423709129853,39,1,1,F,0,51337,на проведение свадьбы,C,проведение свадьбы
18933,сотрудник,1,272.564330718806,32,1,0,M,0,161128,ремонт жилью,C,операции с недвижимостью
18934,сотрудник,1,2194.220566878695,38,1,0,M,0,142594,операции с недвижимостью,C,операции с недвижимостью
18935,сотрудник,1,1813.1510865045047,40,0,0,M,0,212009,на покупку своего автомобиля,B,операции с автомобилем
18936,пенсионер,0,352453.56668334134,62,1,0,M,0,163867,операции со своей недвижимостью,C,операции с недвижимостью
18937,компаньон,0,4295.379128675064,32,2,0,F,0,71421,образование,C,получение образования
18938,компаньон,0,890.3505391737399,44,0,0,F,0,218158,покупка жилья для сдачи,B,операции с недвижимостью
18939,сотрудник,0,3794.440187262781,56,0,0,F,0,80665,строительство собственной недвижимости,C,операции с недвижимостью
18940,пенсионер,0,358183.84747333993,62,1,0,M,0,158709,на покупку автомобиля,C,операции с автомобилем
18941,компаньон,0,5288.998604580506,40,1,0,M,0,214546,строительство жилой недвижимости,B,операции с недвижимостью
18942,сотрудник,0,1442.9966618099554,53,1,4,F,0,109378,сделка с подержанным автомобилем,C,операции с автомобилем
18943,сотрудник,2,1868.1976688217828,42,2,1,F,0,96545,сыграть свадьбу,C,проведение свадьбы
18944,пенсионер,1,350927.23857963306,60,1,1,M,0,50792,высшее образование,C,получение образования
18945,сотрудник,0,528.4972872539403,29,1,0,M,0,120422,покупка жилья,C,операции с недвижимостью
18946,сотрудник,0,1481.7427011859247,38,0,0,F,0,107849,сделка с автомобилем,C,операции с автомобилем
18947,сотрудник,0,7043.202469773182,50,3,0,F,0,57433,покупка коммерческой недвижимости,C,операции с недвижимостью
18948,пенсионер,1,342259.65938937874,55,1,0,F,0,128618,строительство собственной недвижимости,C,операции с недвижимостью
18949,компаньон,0,2017.254634536646,35,0,4,M,1,163132,на покупку подержанного автомобиля,C,операции с автомобилем
18950,компаньон,1,188.7996570695456,27,0,1,F,0,148033,свадьба,C,проведение свадьбы
18951,сотрудник,0,2194.220566878695,49,1,0,F,0,142594,жилье,C,операции с недвижимостью
18952,пенсионер,0,393188.96798212937,58,1,1,F,0,248594,строительство жилой недвижимости,B,операции с недвижимостью
18953,сотрудник,1,2235.65274795926,39,1,0,M,0,187772,автомобиль,C,операции с автомобилем
18954,сотрудник,0,1269.6036885991507,49,1,0,M,0,202895,на покупку своего автомобиля,B,операции с автомобилем
18955,сотрудник,0,4226.485636091391,33,1,4,F,0,130227,сделка с автомобилем,C,операции с автомобилем
18956,сотрудник,0,2447.430087397291,32,1,0,M,0,67106,свой автомобиль,C,операции с автомобилем
18957,сотрудник,1,172.02480737727103,40,0,4,F,1,141936,жилье,C,операции с недвижимостью
18958,сотрудник,1,5042.706859007297,36,1,3,F,0,188316,строительство недвижимости,C,операции с недвижимостью
18959,пенсионер,0,364183.0247199397,64,1,4,F,0,71498,высшее образование,C,получение образования
18960,сотрудник,-1,3575.215640973632,33,1,0,F,0,128362,высшее образование,C,получение образования
18961,сотрудник,1,2050.7508884132776,40,0,4,M,0,175011,строительство недвижимости,C,операции с недвижимостью
18962,сотрудник,0,2513.265737108754,54,1,0,F,0,115391,покупка коммерческой недвижимости,C,операции с недвижимостью
18963,пенсионер,0,398354.5916265421,61,1,2,F,0,424688,строительство собственной недвижимости,B,операции с недвижимостью
18964,пенсионер,0,379788.45956821257,57,1,0,F,0,102893,автомобиль,C,операции с автомобилем
18965,компаньон,0,247.4050243622852,28,1,1,M,0,147207,свадьба,C,проведение свадьбы
18966,компаньон,3,234.98542969903863,33,0,0,F,0,121638,строительство собственной недвижимости,C,операции с недвижимостью
18967,сотрудник,0,905.3992344408034,23,0,4,F,0,130399,строительство жилой недвижимости,C,операции с недвижимостью
18968,сотрудник,0,1666.817098212829,38,1,0,M,0,102816,покупка недвижимости,C,операции с недвижимостью
18969,компаньон,0,2531.383789598902,55,1,0,F,0,89449,жилье,C,операции с недвижимостью
18970,компаньон,0,4109.333293702876,59,0,0,F,0,170184,операции с коммерческой недвижимостью,C,операции с недвижимостью
18971,сотрудник,2,879.6203318710492,30,1,0,F,0,224668,ремонт жилью,B,операции с недвижимостью
18972,сотрудник,1,1754.6626528607678,42,1,4,F,0,168977,строительство собственной недвижимости,C,операции с недвижимостью
18973,пенсионер,0,2194.220566878695,57,0,2,F,0,118514,получение дополнительного образования,C,получение образования
18974,компаньон,0,2194.220566878695,47,1,0,F,0,172357,покупка жилой недвижимости,C,операции с недвижимостью
18975,сотрудник,0,285.94891392113294,51,1,0,F,1,128152,покупка жилой недвижимости,C,операции с недвижимостью
18976,сотрудник,0,2613.25217254694,48,1,2,F,0,165445,покупка жилья,C,операции с недвижимостью
18977,сотрудник,0,1257.625846732265,35,1,0,F,1,135339,операции с недвижимостью,C,операции с недвижимостью
18978,сотрудник,1,2194.220566878695,41,1,0,F,0,142594,заняться образованием,C,получение образования
18979,сотрудник,1,673.3946524527317,42,0,1,F,0,103630,свадьба,C,проведение свадьбы
18980,сотрудник,0,4300.256809238809,61,1,0,F,0,41900,строительство жилой недвижимости,D,операции с недвижимостью
18981,компаньон,0,6781.573504732928,46,0,0,F,0,300230,покупка недвижимости,B,операции с недвижимостью
18982,сотрудник,0,1571.3409411482028,57,2,0,M,0,119500,строительство собственной недвижимости,C,операции с недвижимостью
18983,пенсионер,0,378935.5891077506,52,0,4,F,0,143014,получение дополнительного образования,C,получение образования
18984,сотрудник,1,861.2897304541173,55,1,0,F,0,78628,покупка жилья для семьи,C,операции с недвижимостью
18985,пенсионер,0,2194.220566878695,63,1,0,M,0,118514,сделка с автомобилем,C,операции с автомобилем
18986,госслужащий,2,1684.7284630848926,25,1,4,F,0,63048,дополнительное образование,C,получение образования
18987,сотрудник,0,573.6324650525218,33,1,1,M,0,149943,свадьба,C,проведение свадьбы
18988,пенсионер,0,395199.4569994374,65,1,1,M,0,124351,на проведение свадьбы,C,проведение свадьбы
18989,сотрудник,0,829.6256816097881,62,1,2,F,0,133333,сделка с подержанным автомобилем,C,операции с автомобилем
18990,сотрудник,-1,3174.4562049165033,57,1,0,F,0,64268,дополнительное образование,C,получение образования
18991,компаньон,0,1008.929957109258,26,2,0,M,0,141794,получение образования,C,получение образования
18992,компаньон,0,1983.5162857598016,26,0,4,M,0,135541,операции с недвижимостью,C,операции с недвижимостью
18993,пенсионер,0,354977.89458829915,64,1,2,F,0,72777,приобретение автомобиля,C,операции с автомобилем
18994,сотрудник,0,1659.2562477496826,24,0,4,M,0,192149,операции с коммерческой недвижимостью,C,операции с недвижимостью
18995,сотрудник,0,7391.442815785046,53,1,0,F,0,133877,покупка своего жилья,C,операции с недвижимостью
18996,сотрудник,0,2265.061182250863,31,1,0,F,0,162639,операции со своей недвижимостью,C,операции с недвижимостью
18997,госслужащий,1,227.31567723330707,35,0,0,M,0,223447,профильное образование,B,получение образования
18998,сотрудник,1,7215.86495394445,42,0,0,F,0,143875,получение образования,C,получение образования
18999,сотрудник,0,5603.732059592595,47,1,0,F,0,91865,на покупку своего автомобиля,C,операции с автомобилем
19000,пенсионер,0,397134.3575480329,50,1,0,F,0,116968,операции со своей недвижимостью,C,операции с недвижимостью
19001,компаньон,0,426.85693627284485,26,0,0,M,0,209878,жилье,B,операции с недвижимостью
19002,сотрудник,2,888.3718254375467,40,1,0,M,1,157752,строительство жилой недвижимости,C,операции с недвижимостью
19003,сотрудник,0,2194.220566878695,49,1,1,F,0,142594,покупка коммерческой недвижимости,C,операции с недвижимостью
19004,пенсионер,0,369118.0046517921,55,1,0,M,0,75866,покупка недвижимости,C,операции с недвижимостью
19005,пенсионер,0,376600.65828167024,48,1,1,M,0,223991,свадьба,B,проведение свадьбы
19006,сотрудник,0,3562.332225949645,55,1,0,F,0,53416,операции с коммерческой недвижимостью,C,операции с недвижимостью
19007,компаньон,1,3331.044111519474,50,1,1,M,1,62995,свадьба,C,проведение свадьбы
19008,сотрудник,1,1418.367878112769,28,1,0,M,0,199096,ремонт жилью,C,операции с недвижимостью
19009,компаньон,1,4175.515408578603,44,0,0,F,0,121378,покупка коммерческой недвижимости,C,операции с недвижимостью
19010,компаньон,1,2650.1590792866627,42,2,0,M,0,106283,на покупку подержанного автомобиля,C,операции с автомобилем
19011,компаньон,1,835.716378183696,41,1,0,M,0,278441,высшее образование,B,получение образования
19012,госслужащий,0,4769.746242346186,48,1,1,F,0,92818,сыграть свадьбу,C,проведение свадьбы
19013,пенсионер,0,396027.42796917015,63,1,0,M,0,71480,операции со своей недвижимостью,C,операции с недвижимостью
19014,сотрудник,0,705.1835296090994,29,1,4,F,0,166519,покупка жилой недвижимости,C,операции с недвижимостью
19015,сотрудник,2,5534.29617595525,39,1,1,M,0,162587,на проведение свадьбы,C,проведение свадьбы
19016,компаньон,1,1523.8671558296278,29,0,0,F,1,266629,сделка с автомобилем,B,операции с автомобилем
19017,сотрудник,1,116.93767566150213,51,0,0,M,0,182292,покупка жилья для семьи,C,операции с недвижимостью
19018,компаньон,0,2194.220566878695,39,1,0,M,0,172357,покупка жилья для семьи,C,операции с недвижимостью
19019,пенсионер,1,363984.4920979978,58,1,0,F,0,65774,строительство недвижимости,C,операции с недвижимостью
19020,компаньон,1,2146.950218083361,36,3,0,F,0,273306,покупка жилья для сдачи,B,операции с недвижимостью
19021,сотрудник,1,9471.319776076958,45,1,3,M,0,304689,недвижимость,B,операции с недвижимостью
19022,сотрудник,2,1067.8282337663763,33,1,0,F,0,94330,профильное образование,C,получение образования
19023,сотрудник,0,5582.828856381664,51,1,0,M,0,122973,дополнительное образование,C,получение образования
19024,сотрудник,0,771.560168621732,34,1,0,F,0,131109,профильное образование,C,получение образования
19025,сотрудник,0,2194.220566878695,45,0,0,M,0,142594,получение высшего образования,C,получение образования
19026,пенсионер,0,343676.17285592237,62,1,0,F,0,57329,операции с коммерческой недвижимостью,C,операции с недвижимостью
19027,госслужащий,2,1139.097637446317,30,1,0,F,0,98817,покупка своего жилья,C,операции с недвижимостью
19028,сотрудник,1,1072.9735666505499,26,1,0,F,0,68102,операции с недвижимостью,C,операции с недвижимостью
19029,пенсионер,0,351160.95360899216,68,1,2,F,0,152599,покупка своего жилья,C,операции с недвижимостью
19030,сотрудник,1,1171.8403610899175,29,1,0,F,1,80597,получение образования,C,получение образования
19031,сотрудник,1,340.16097978996584,40,1,0,M,0,76807,покупка жилья для семьи,C,операции с недвижимостью
19032,госслужащий,1,2426.22936778788,42,1,0,M,0,133126,покупка недвижимости,C,операции с недвижимостью
19033,пенсионер,0,388984.8897116549,60,1,0,F,0,134368,автомобили,C,операции с автомобилем
19034,пенсионер,1,395127.6859066337,58,1,0,M,0,122091,покупка своего жилья,C,операции с недвижимостью
19035,госслужащий,0,9405.134114582532,48,1,0,M,0,371104,жилье,B,операции с недвижимостью
19036,компаньон,0,1653.7305831659778,56,1,3,M,0,322593,строительство жилой недвижимости,B,операции с недвижимостью
19037,пенсионер,0,361033.43647535436,59,1,0,F,0,97252,сделка с автомобилем,C,операции с автомобилем
19038,сотрудник,0,11085.27032996152,52,1,0,F,1,113537,покупка жилья для сдачи,C,операции с недвижимостью
19039,сотрудник,0,1568.375239988036,32,1,0,F,1,108539,заняться высшим образованием,C,получение образования
19040,госслужащий,0,7043.620629009359,48,0,0,M,0,193187,операции с недвижимостью,C,операции с недвижимостью
19041,сотрудник,0,524.1932519846383,34,2,4,M,0,285105,на покупку автомобиля,B,операции с автомобилем
19042,пенсионер,0,352858.2051800509,69,3,0,F,0,98095,получение образования,C,получение образования
19043,госслужащий,2,3835.156847356117,31,0,0,F,0,97929,операции с недвижимостью,C,операции с недвижимостью
19044,сотрудник,0,2194.220566878695,22,1,1,F,0,142594,заняться высшим образованием,C,получение образования
19045,сотрудник,0,3279.4864292713023,45,1,0,M,0,121430,получение высшего образования,C,получение образования
19046,госслужащий,1,3710.2583467487957,37,0,0,F,0,265202,строительство недвижимости,B,операции с недвижимостью
19047,сотрудник,0,316.06182016336845,24,1,4,M,0,138426,образование,C,получение образования
19048,компаньон,0,728.156293509384,31,1,4,F,0,70196,сделка с подержанным автомобилем,C,операции с автомобилем
19049,сотрудник,0,1425.6138973089396,30,1,4,M,0,133568,заняться образованием,C,получение образования
19050,сотрудник,1,168.03822682235494,37,1,1,M,0,126210,сыграть свадьбу,C,проведение свадьбы
19051,сотрудник,0,2194.220566878695,65,0,0,M,0,142594,высшее образование,C,получение образования
19052,сотрудник,0,9690.989116444254,45,1,0,F,0,140352,сделка с подержанным автомобилем,C,операции с автомобилем
19053,сотрудник,0,1858.78509016108,44,1,0,M,0,214209,строительство жилой недвижимости,B,операции с недвижимостью
19054,сотрудник,1,2173.35564158073,34,2,0,F,0,111129,свой автомобиль,C,операции с автомобилем
19055,пенсионер,0,338432.544351818,67,1,0,F,0,177263,сделка с подержанным автомобилем,C,операции с автомобилем
19056,сотрудник,20,542.697630816015,46,1,0,F,0,84405,операции с недвижимостью,C,операции с недвижимостью
19057,пенсионер,0,357762.28655706026,65,1,0,F,0,298396,операции с недвижимостью,B,операции с недвижимостью
19058,компаньон,0,668.9534233583447,40,2,1,F,0,104987,операции с коммерческой недвижимостью,C,операции с недвижимостью
19059,сотрудник,0,861.6866266559973,23,0,4,F,0,153702,покупка коммерческой недвижимости,C,операции с недвижимостью
19060,пенсионер,0,398779.2133942599,59,1,0,F,0,108167,недвижимость,C,операции с недвижимостью
19061,сотрудник,1,714.7548445232483,28,1,0,M,0,104151,ремонт жилью,C,операции с недвижимостью
19062,госслужащий,0,854.5698221915178,44,1,0,M,0,89877,приобретение автомобиля,C,операции с автомобилем
19063,сотрудник,1,2194.220566878695,41,0,0,F,0,142594,на покупку подержанного автомобиля,C,операции с автомобилем
19064,пенсионер,0,366436.5385789716,60,1,2,F,0,112070,покупка жилья для семьи,C,операции с недвижимостью
19065,сотрудник,2,2194.220566878695,28,1,0,M,0,142594,строительство собственной недвижимости,C,операции с недвижимостью
19066,сотрудник,3,4959.4788586251225,38,1,0,M,0,157519,на покупку подержанного автомобиля,C,операции с автомобилем
19067,компаньон,0,2194.220566878695,29,0,4,F,0,172357,покупка жилья,C,операции с недвижимостью
19068,компаньон,0,2195.695526555246,31,0,3,M,0,190492,на покупку своего автомобиля,C,операции с автомобилем
19069,сотрудник,0,574.5387111525199,42,0,1,M,0,160633,на проведение свадьбы,C,проведение свадьбы
19070,сотрудник,0,2194.220566878695,43,1,0,F,0,142594,покупка жилой недвижимости,C,операции с недвижимостью
19071,сотрудник,0,5080.567856619576,35,0,0,M,0,103215,заняться высшим образованием,C,получение образования
19072,компаньон,2,4212.093556016519,43,1,3,M,0,170798,сделка с подержанным автомобилем,C,операции с автомобилем
19073,компаньон,0,1871.341840308185,30,1,4,F,0,124824,покупка жилья для сдачи,C,операции с недвижимостью
19074,компаньон,0,515.8128098836772,60,1,3,F,0,83881,профильное образование,C,получение образования
19075,сотрудник,0,2955.307594530923,49,1,0,M,0,277174,покупка жилья,B,операции с недвижимостью
19076,пенсионер,0,335553.1305721241,59,1,0,F,0,110173,свой автомобиль,C,операции с автомобилем
19077,компаньон,0,1288.8593590791859,61,0,4,M,0,364875,высшее образование,B,получение образования
19078,госслужащий,1,1255.9685097181418,37,0,0,F,0,229380,покупка жилой недвижимости,B,операции с недвижимостью
19079,сотрудник,0,1098.4168051128045,61,0,0,F,0,224723,сделка с подержанным автомобилем,B,операции с автомобилем
